text,drugs,symptoms,relations
"I had UTI (Klebsiella)and at the same time developed a severe skin infection on my face (eyebrow).My NP prescribed bactrim.It worked on my UTI almost immediately, but effect on skin infection was visible only after about 3 days. I have celiac disease and scleroderma concentrating on my alimentary tract,I am underweight and overall I am not in very good shape, so I expected some problems due to bactrim. However the drug was very helpful. Aside of some diarrhea and feeling weak overall, I did not develop any serious side effects. I DID drink A LOT of fluids. Unfortunately I was prescribed this drug for only 7 days and my diseases although were barely noticeable at the end of this time, did not go away completely, so after about about 3 weeks my UTI returned in full blast. Also the skin infection looks like is not fully cured. This time I was prescribed cipro, but did not start it yet. I also help my body by rinsing my genitals after every time I go to the bathroom with very strong chamomille tea (old country remedy), which helps a lot. Also I take cranberry supplements. I wish my NP did prescribe bactrim for longer time.  I know about side effects that Bactrim can trigger, but I did not experience almost any..However, after such treatment one has to repair his/hers intestinal flora, because it is badly affected and such dysbiosis can cause bloating, persistent diarrhea or constipation, pain, nausea etc. Probiotics  in large doses then for quite a while are a must after such treatment.Read More Read Less","['cipro', 'Probiotics', 'cranberry supplements', 'bactrim']","['severe skin infection on my face (eyebrow)', 'diarrhea', 'feeling weak overall', 'UTI (Klebsiella)', 'celiac disease', 'bloating', 'constipation', 'UTI returned in full blast', 'scleroderma concentrating on my alimentary tract', 'skin infection looks like is not fully cured', 'nausea', 'pain', 'underweight']","[('bactrim', 'has_positive_reaction', 'UTI (Klebsiella)'), ('bactrim', 'has_positive_reaction', 'severe skin infection on my face (eyebrow)'), ('bactrim', 'has_adverse_drug_reaction', 'diarrhea'), ('bactrim', 'has_adverse_drug_reaction', 'feeling weak overall'), ('bactrim', 'has_adverse_drug_reaction', 'bloating'), ('bactrim', 'has_adverse_drug_reaction', 'diarrhea'), ('bactrim', 'has_adverse_drug_reaction', 'constipation'), ('bactrim', 'has_adverse_drug_reaction', 'pain'), ('bactrim', 'has_adverse_drug_reaction', 'nausea')]"
"had bad reaction from meds, still took them, but won't take a generic again.  took regular bactrim before and no problem, worked great, but generic made me deathly sick",['bactrim'],"['bad reaction', 'deathly sick']",[]
"I'm 23 yrs.male with severe back acnes. I'm been taking bactrim orally for 30 days.I am generally a very happy goer person. The medicines have change me to a complete different person.I have no sense of empathy emotions,serious mood swings,fatiqued,confused and muscle soreness.I lost my job due to my bad behaviors toward my co-workers. I blamed the side effects of taking bactrim.Hope my review will help new users to think twice the side effects of bactrim before usage",['bactrim'],"['no sense of empathy emotions', 'severe back acnes', 'muscle soreness', 'fatiqued', 'confused', 'serious mood swings']","[('bactrim', 'has_adverse_drug_reaction', 'no sense of empathy emotions'), ('bactrim', 'has_adverse_drug_reaction', 'serious mood swings'), ('bactrim', 'has_adverse_drug_reaction', 'fatiqued'), ('bactrim', 'has_adverse_drug_reaction', 'confused'), ('bactrim', 'has_adverse_drug_reaction', 'muscle soreness')]"
"I am taking bactrim ds for an UTI.  It is day 3 and the joints in my legs, hands, and other places ache.  Also had severe headaches and chills on day 2.  Day 1 didn't have any noticeable side effects.  I have to take for 4 more days. I hope the side effects mellow out before I lose my mind.",['bactrim ds'],"['chills', 'joints in my legs, hands, and other places ache', 'UTI', 'severe headaches']","[('bactrim ds', 'has_adverse_drug_reaction', 'joints in my legs, hands, and other places ache'), ('bactrim ds', 'has_adverse_drug_reaction', 'severe headaches'), ('bactrim ds', 'has_adverse_drug_reaction', 'chills')]"
"i was on bactrim ds for 10 days for prostate infeection . i took it daily twice, on 7th day it gives me some headque but no other side effects experience .i took probiotics parallelly with it . also took some pain relief and paracetamol parallelly. i expereince some piles/hammeroids prob with it but that was managable . i was clear in mind that i havre to be prepared for fever etc . but","['paracetamol', 'probiotics', 'bactrim ds']","['prostate infeection', 'piles/hammeroids prob', 'headque']",[]
"i have had a uti since may that has not responded to other antibiotics (cipro, macrobid, amoxicillan, suprax are others i've taken). i tried bactrim in early june after cipro failed and after taking 2 pills was up all night violently ill, vomiting, chills. i went off it and tried other antibiotics, but nothing worked. they sent my urine for testing and found the only thing that would kill the infection was bactrim. i took 2 pills yesterday and was fine during the day, then last night woke up around 330am with the worst headache of my life, my neck was stiff and the back of my head was throbbing. i took 2 aleve and when i woke up it was better but my neck is still stiff and the base of my head still aches. thankfully i haven't had the vomiting i had the last time i was on it. i absolutly hate this medicine and am only taking it cause its the only antibiotic that will kill the infection and 8 months of trying other ones and no solution has left me really with no choice. thankfully i only have 5 1/2 days of hell left. oh and don't forget to eat when u take it, apparently thats why i got sick.Read More Read Less","['cipro', 'aleve', 'suprax', 'amoxicillan', 'macrobid', 'bactrim']","['uti', 'back of my head was throbbing', 'chills', 'neck was stiff', 'worst headache of my life', 'up all night', 'vomiting']","[('bactrim', 'has_adverse_drug_reaction', 'up all night'), ('bactrim', 'has_adverse_drug_reaction', 'vomiting'), ('bactrim', 'has_adverse_drug_reaction', 'chills'), ('bactrim', 'has_positive_reaction', 'uti'), ('bactrim', 'has_adverse_drug_reaction', 'worst headache of my life'), ('bactrim', 'has_adverse_drug_reaction', 'neck was stiff'), ('bactrim', 'has_adverse_drug_reaction', 'back of my head was throbbing'), ('aleve', 'has_positive_reaction', 'worst headache of my life'), ('aleve', 'has_positive_reaction', 'neck was stiff'), ('aleve', 'has_positive_reaction', 'back of my head was throbbing')]"
"Stopped taking bactrim.  Was prescribed for a sinus infection.   

In retrospect, I had a slight peripheral neuropathy.(like my hands had gone to sleep) In my right hand yesterday and this morning.  I'm so glad that I stopped taking this stuff.  

Let's see, after three days... Also vertigo so can't stand, tendinitis so can't walk, possible kidney stones so extensive pain, and neuropathy so can't feel.  But I'll have a clean nose.  Terrible...",['bactrim'],"['slight peripheral neuropathy', 'sinus infection', 'extensive pain', 'neuropathy', 'vertigo', 'tendinitis', 'possible kidney stones']","[('bactrim', 'has_adverse_drug_reaction', 'slight peripheral neuropathy'), ('bactrim', 'has_adverse_drug_reaction', 'vertigo'), ('bactrim', 'has_adverse_drug_reaction', 'tendinitis'), ('bactrim', 'has_adverse_drug_reaction', 'extensive pain'), ('bactrim', 'has_adverse_drug_reaction', 'neuropathy'), ('bactrim', 'has_adverse_drug_reaction', 'possible kidney stones')]"
Double ear infection- started bactrim 3 days ago.. severe headache.. feel worse taking the medicine than I did when I just had the ear infections. I get migraine headaches and these are almost as bad as one of them. I am going to stop taking it and just deal with it.. it is a holiday weekend so I can't get ahold of my doctor until monday and I am not going to go to the ER- uggh.. just gonna go to bed early.. it is Christmas eve anyway... hopefully I can get rid of the headache before the family celebrationRead More Read Less,['bactrim'],"['Double ear infection', 'headache', 'ear infections', 'severe headache', 'migraine headaches']","[('bactrim', 'has_adverse_drug_reaction', 'severe headache'), ('bactrim', 'has_negative_reaction', 'ear infections')]"
I can usually tolerate antibiotics.. Dr. put.me on doxycycline first for yeast..Doxycycline gave me.diarrhea & vomiting. Next I was put on bactrim & after 5 days I had severe abdominal pain. This is my personal experience. I will just say  some can tolerate it but unfortunately I can not.,"['doxycycline', 'bactrim']","['diarrhea', 'vomiting', 'severe abdominal pain']","[('doxycycline', 'has_adverse_drug_reaction', 'diarrhea'), ('doxycycline', 'has_adverse_drug_reaction', 'vomiting'), ('bactrim', 'has_adverse_drug_reaction', 'severe abdominal pain')]"
"I have used bactrim before in the pass, and it had worked fine.   This time, when I'd used bactrim, I had such a bad reaction to the drug.  My face, lip and swelled. I had blisters in my mouth.   My throat is in so much pain, I am unable to eat solid food. I'd contacted my doctor, who seem to be less inform. About the side effect.    So I'm stating to any one, be careful when taking this medication and also make sure, you and your doctor(s) are very well informed, about the side effect of this medicine.Read More Read Less",['bactrim'],"['face, lip and swelled', 'throat is in so much pain', 'unable to eat solid food', 'blisters in my mouth']","[('bactrim', 'has_adverse_drug_reaction', 'face, lip and swelled'), ('bactrim', 'has_adverse_drug_reaction', 'blisters in my mouth'), ('bactrim', 'has_adverse_drug_reaction', 'throat is in so much pain'), ('bactrim', 'has_adverse_drug_reaction', 'unable to eat solid food')]"
"BEWARE OF THIS DRUG!! My daughter was given bactrim by a dermatologist for a rash on her torso. After a couple of days, she started having migrains, chills, fever, extreme fatigue and throwing up. She went to the ER. They did some blood test and told her they thought she had a virus and was given pain medicine for her headaches.  4 or 5 days later she was still very ill. She went to Urgent Care and they said it must be a virus and gave her Kflex.  She got off of the Bactrim and got on the Kflex. After two pills she started with hives, swelling and itching.  She immediately got off the Kflex. She waited two days and got back on the Batrim. Within 30 minutes, she was throw up violently, shaking, chills, she turned red as a tomatoe, the whites of her eyes turned red like blood and she had severe abdomenal pain. She was almost convulsing.  I raced her to the ER.  Her blood pressure was 50/40.  They admitted her to the ER and pumped her with steroids,benodryl and some kind of antibiotics. They did a spinal tap, multiple blood cultures, CT scan and everything came back fine. The only test that came back was the immune system nuclear test. She had a high level of autoantibodies in her blood.  The doctor said he thinks she may have an autoimmune disorder. He said her symptoms point to Lupus.  However, an infectious doctor came in and said she thought it was caused by an allergic reation to the medicine.  She was in the hospital for 4 days. She has been out a few days and is feeling better.  But she has an appt. with an infectious doctor and a rhumatoid doctor to make sure she dosent have lupus or another autoimmune disorder.  I have been reading about this drug and it can actually cause lupus and many other various diseases. Apparently, you can develop conditions months to years after taking it.  My daughter was extremely healthy before she took this drug. She could have died from the reation of this drug and now her life and helth may be at risk of another condition as a rRead More Read Less","['steroids', 'Kflex', 'Bactrim', 'bactrim', 'benodryl', 'antibiotics']","['symptoms point to Lupus', 'blood pressure was 50/40', 'throw up violently', 'hives', 'whites of her eyes turned red like blood', 'chills', 'almost convulsing', 'rash on her torso', 'extreme fatigue', 'lupus and many other various diseases', 'fever', 'high level of autoantibodies in her blood', 'itching', 'shaking', 'allergic reation to the medicine', 'migrains', 'turned red as a tomatoe', 'throwing up', 'severe abdomenal pain', 'swelling']","[('bactrim', 'has_adverse_drug_reaction', 'migrains'), ('bactrim', 'has_adverse_drug_reaction', 'chills'), ('bactrim', 'has_adverse_drug_reaction', 'fever'), ('bactrim', 'has_adverse_drug_reaction', 'extreme fatigue'), ('bactrim', 'has_adverse_drug_reaction', 'throwing up'), ('Kflex', 'has_adverse_drug_reaction', 'hives'), ('Kflex', 'has_adverse_drug_reaction', 'swelling'), ('Kflex', 'has_adverse_drug_reaction', 'itching'), ('Bactrim', 'has_adverse_drug_reaction', 'throw up violently'), ('Bactrim', 'has_adverse_drug_reaction', 'shaking'), ('Bactrim', 'has_adverse_drug_reaction', 'chills'), ('Bactrim', 'has_adverse_drug_reaction', 'turned red as a tomatoe'), ('Bactrim', 'has_adverse_drug_reaction', 'whites of her eyes turned red like blood'), ('Bactrim', 'has_adverse_drug_reaction', 'severe abdomenal pain'), ('Bactrim', 'has_adverse_drug_reaction', 'almost convulsing'), ('Bactrim', 'has_adverse_drug_reaction', 'blood pressure was 50/40'), ('Bactrim', 'has_adverse_drug_reaction', 'lupus and many other various diseases')]"
"Hopefully someone here can answer a question for me. I  went to my family doctor this morning well, yesterday morning now because I have a boil on my hiney. They tried to pop it but nothing would come out. Before I went in it was about an inch wide and now it is (under the skin)bigger than a golf ball. I ate a sandwhich and took my first bactrim and a loratab 5mg. I started getting a headache so I thought it was the pain pill causing it. I took my second dose 12 hours later with food and I didnt take a pain pill. About 2 hours later I started feeling really nausuated. Has anyone here ever heard of a doctor giving bactrim for a boil?Read More Read Less","['loratab', 'bactrim']","['feeling really nausuated', 'boil on my hiney', 'headache']",[]
"This is the only antibiotic I've ever used that is both effective and without side effects for me. I just take it with plenty of water or juice and have some yogurt each day.  I took bactrim for a sinus infection that gave me a raw sore throat, earache, and hacking cough. I also had clumps of icky thick mucous that I kept swallowing which only made me nauseous to boot.   Well,within 2 days of my 14 day course of bactrim DS, I felt light years better!  This stuff is great. I'm allergic to penicillin so I'm especially grateful that this is available.Read More Read Less","['penicillin', 'bactrim']","['hacking cough', 'sinus infection', 'clumps of icky thick mucous', 'raw sore throat', 'earache', 'nauseous']","[('bactrim', 'has_positive_reaction', 'sinus infection'), ('bactrim', 'has_positive_reaction', 'raw sore throat'), ('bactrim', 'has_positive_reaction', 'earache'), ('bactrim', 'has_positive_reaction', 'hacking cough'), ('bactrim', 'has_positive_reaction', 'clumps of icky thick mucous'), ('bactrim', 'has_positive_reaction', 'nauseous')]"
the side effects of taking this medication are not worth the effectiveness. I am a diabetic and have bladder and UTI's offten I have been givin this several times now as a result of taking this I have what the ER Drs.thought were brown recluse spider bites on my back under both of my arm pits and on my side now we know were a result of the bactrim I was taking repetitly I still have nausua and now blood in my urine. they need to take this drug off the market I'm sure son there will be law suits concerning this drug causing other problems with your organsRead More Read Less,['bactrim'],"['diabetic', 'nausua', 'brown recluse spider bites on my back under both of my arm pits and on my side', 'blood in my urine', ""bladder and UTI's""]","[('bactrim', 'has_adverse_drug_reaction', 'brown recluse spider bites on my back under both of my arm pits and on my side'), ('bactrim', 'has_adverse_drug_reaction', 'nausua'), ('bactrim', 'has_adverse_drug_reaction', 'blood in my urine')]"
"I was told i had a severe uti infection. I had chills, no appetite, throwing up. After two doses i was in EXTREME pain. It seemed to intensify the the pain i already had with the infection. It gave me crazy anxiety and i was CONVINCED i was going to die and was having panic attacks. I had insomnia and intense diarrhea. I then broke out in a rash and a high fever. Also had weird symptoms like my teeth hurting and i couldn't eat anything. I spent the night shaking, rolling in pain, wanting to sleep, and praying for the medicine to kick in so i felt better. I saw doctor in the morning and she sent me straight to the hospital. At the time i thought it was my infection that made me feel this way, because i had never had a reaction to any medication before, later the doctor said it was a reaction to bactrim. That was the worst night of my life, i would never advise anyone to take this medicine ever!!!Read More Read Less",['bactrim'],"['the pain i already had with the infection', 'high fever', ""couldn't eat anything"", 'rolling in pain', 'no appetite', 'chills', 'insomnia', 'teeth hurting', 'severe uti infection', 'broke out in a rash', 'CONVINCED i was going to die', 'wanting to sleep', 'intense diarrhea', 'crazy anxiety', 'EXTREME pain', 'night shaking', 'throwing up', 'panic attacks']","[('bactrim', 'has_negative_reaction', 'the pain i already had with the infection'), ('bactrim', 'has_adverse_drug_reaction', 'crazy anxiety'), ('bactrim', 'has_adverse_drug_reaction', 'CONVINCED i was going to die'), ('bactrim', 'has_adverse_drug_reaction', 'panic attacks'), ('bactrim', 'has_adverse_drug_reaction', 'insomnia'), ('bactrim', 'has_adverse_drug_reaction', 'intense diarrhea'), ('bactrim', 'has_adverse_drug_reaction', 'broke out in a rash'), ('bactrim', 'has_adverse_drug_reaction', 'teeth hurting'), ('bactrim', 'has_adverse_drug_reaction', ""couldn't eat anything""), ('bactrim', 'has_negative_reaction', 'EXTREME pain')]"
"Started taking bactrim 2/20/08. This past Sat. I started with flu like symp.& pain in my joints, bad headaches and broke out with a rash all over. My kids were worried about me cuz I've been so lethargic. Funny thing is I was given this med. for acne and only one side has improved a little. Calling doc in the a.m.",['bactrim'],"['bad headaches', 'flu like symp.', 'pain in my joints', 'broke out with a rash all over', 'acne', 'lethargic']","[('bactrim', 'has_adverse_drug_reaction', 'flu like symp.'), ('bactrim', 'has_adverse_drug_reaction', 'pain in my joints'), ('bactrim', 'has_adverse_drug_reaction', 'bad headaches'), ('bactrim', 'has_adverse_drug_reaction', 'broke out with a rash all over'), ('bactrim', 'has_adverse_drug_reaction', 'lethargic'), ('bactrim', 'has_positive_reaction', 'acne')]"
